"Rk","G","Game_Location","Opp","Game_Outcome","Team_Score","Opp_Score","FG_team","FGA_team","FG_percent_team","X3P_team","X3PA_team","X3P_percent_team","FT_team","FTA_team","FT_percent_team","ORB_team","TRB_team","AST_team","STL_team","BLK_team","TOV_team","PF_team","FG_opp","FGA_opp","FG_percent_opp","X3P_opp","X3PA_opp","X3P_percent_opp","FT_opp","FTA_opp","FT_percent_opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","Date","team_name"
21,21,"Away","NOP","W",124,107,48,97,0.495,19,39,0.487,9,10,0.9,14,42,27,14,4,13,25,34,77,0.442,12,32,0.375,27,29,0.931,9,40,21,8,5,22,20,2018-11-26,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
22,22,"Home","CLE","W",128,95,49,92,0.533,17,31,0.548,13,16,0.813,12,47,30,4,4,10,27,30,77,0.39,7,22,0.318,28,35,0.8,9,36,18,5,1,13,21,2018-11-30,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
23,23,"Away","MIN","W",118,109,40,85,0.471,17,44,0.386,21,21,1,7,40,30,9,3,14,25,37,82,0.451,9,28,0.321,26,32,0.813,9,39,19,6,2,16,18,2018-12-01,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
24,24,"Home","NYK","W",128,100,49,92,0.533,13,38,0.342,17,20,0.85,7,46,32,8,6,9,24,36,91,0.396,12,35,0.343,16,20,0.8,14,47,21,4,5,16,23,2018-12-06,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
25,25,"Away","CHI","W",133,77,50,93,0.538,22,43,0.512,11,15,0.733,13,54,34,10,4,7,14,31,81,0.383,6,24,0.25,9,14,0.643,8,37,16,3,2,15,17,2018-12-08,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
26,26,"Home","NOP","W",113,100,44,90,0.489,12,39,0.308,13,19,0.684,14,51,23,8,5,13,21,39,87,0.448,8,26,0.308,14,19,0.737,6,39,28,11,1,13,19,2018-12-10,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
27,27,"Away","WAS","W",130,125,47,104,0.452,11,38,0.289,25,25,1,14,50,20,6,2,13,19,46,91,0.505,12,33,0.364,21,29,0.724,8,41,25,7,4,15,27,2018-12-12,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
28,28,"Home","ATL","W",129,108,46,95,0.484,19,39,0.487,18,20,0.9,13,47,28,15,9,21,21,36,86,0.419,16,38,0.421,20,32,0.625,16,44,27,10,5,24,19,2018-12-14,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
29,29,"Away","DET","L",104,113,39,94,0.415,9,33,0.273,17,23,0.739,12,44,19,11,4,14,25,39,80,0.488,10,30,0.333,25,35,0.714,10,48,25,10,7,18,21,2018-12-15,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
30,30,"Home","PHO","L",103,111,38,85,0.447,15,39,0.385,12,14,0.857,9,37,26,13,15,16,17,41,96,0.427,11,27,0.407,18,22,0.818,21,56,23,8,6,17,19,2018-12-19,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
31,31,"Home","MIL","L",107,120,35,91,0.385,10,34,0.294,27,36,0.75,9,36,22,13,3,5,16,41,80,0.513,16,40,0.4,22,28,0.786,11,55,26,3,6,20,30,2018-12-21,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
32,32,"Home","CHO","W",119,103,43,86,0.5,13,39,0.333,20,25,0.8,11,47,30,8,4,14,22,38,88,0.432,8,32,0.25,19,26,0.731,9,37,24,9,5,9,17,2018-12-23,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
33,33,"Home","PHI","W",121,114,45,108,0.417,14,41,0.341,17,20,0.85,13,55,21,8,4,9,21,38,92,0.413,15,40,0.375,23,29,0.793,9,56,25,6,4,19,21,2018-12-25,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
34,34,"Away","HOU","L",113,127,38,81,0.469,12,31,0.387,25,31,0.806,6,37,28,9,3,11,22,41,86,0.477,18,45,0.4,27,35,0.771,16,55,17,4,4,13,22,2018-12-27,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
35,35,"Away","MEM","W",112,103,40,80,0.5,16,36,0.444,16,18,0.889,7,36,29,10,4,17,24,36,76,0.474,7,26,0.269,24,29,0.828,8,36,24,11,2,16,22,2018-12-29,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
36,36,"Away","SAS","L",111,120,43,88,0.489,11,34,0.324,14,20,0.7,9,40,30,5,8,12,17,45,91,0.495,14,26,0.538,16,18,0.889,8,43,27,6,4,11,17,2018-12-31,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
37,37,"Home","MIN","W",115,102,45,76,0.592,12,30,0.4,13,15,0.867,3,33,34,10,9,16,21,40,84,0.476,7,23,0.304,15,21,0.714,8,34,24,7,2,14,16,2019-01-02,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
38,38,"Home","DAL","W",114,93,42,96,0.438,21,45,0.467,9,11,0.818,14,53,35,12,4,12,16,34,88,0.386,11,44,0.25,14,19,0.737,11,49,16,9,2,14,13,2019-01-04,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
39,39,"Home","BRK","W",116,95,47,93,0.505,12,32,0.375,10,12,0.833,6,43,37,13,2,13,21,32,79,0.405,11,42,0.262,20,22,0.909,9,47,19,5,4,23,16,2019-01-07,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
40,40,"Home","IND","W",135,108,50,88,0.568,14,32,0.438,21,24,0.875,9,48,32,7,7,13,25,39,91,0.429,9,28,0.321,21,33,0.636,12,39,26,6,0,11,18,2019-01-09,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
41,41,"Away","MIA","L",99,115,36,89,0.404,12,34,0.353,15,17,0.882,9,37,20,5,8,10,10,46,96,0.479,18,39,0.462,5,8,0.625,10,51,33,7,4,8,18,2019-01-10,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
42,42,"Away","ORL","L",103,105,38,90,0.422,8,32,0.25,19,28,0.679,10,46,19,7,3,8,18,36,84,0.429,11,38,0.289,22,24,0.917,9,50,21,2,5,15,20,2019-01-12,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
43,43,"Away","BRK","L",102,109,37,91,0.407,11,36,0.306,17,23,0.739,10,41,21,10,8,10,21,37,86,0.43,13,38,0.342,22,25,0.88,13,55,18,5,7,17,20,2019-01-14,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
44,44,"Home","TOR","W",117,108,46,92,0.5,14,30,0.467,11,13,0.846,14,49,32,7,6,14,24,41,92,0.446,7,29,0.241,19,21,0.905,14,42,20,9,2,10,14,2019-01-16,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
45,45,"Home","MEM","W",122,116,44,86,0.512,17,38,0.447,17,22,0.773,10,52,29,5,9,17,20,41,92,0.446,16,35,0.457,18,20,0.9,9,39,33,11,5,9,22,2019-01-18,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
46,46,"Away","ATL","W",113,105,39,88,0.443,12,32,0.375,23,25,0.92,11,43,19,10,8,15,18,40,92,0.435,12,41,0.293,13,14,0.929,13,49,28,8,6,20,20,2019-01-19,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
47,47,"Home","MIA","W",107,99,43,87,0.494,12,30,0.4,9,10,0.9,8,36,26,13,7,19,21,36,86,0.419,11,35,0.314,16,18,0.889,10,38,25,11,5,19,16,2019-01-21,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
48,48,"Home","CLE","W",123,103,45,86,0.523,12,25,0.48,21,23,0.913,9,43,25,12,5,14,20,38,87,0.437,13,30,0.433,14,20,0.7,15,44,20,4,4,20,18,2019-01-23,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
49,49,"Home","GSW","L",111,115,41,99,0.414,15,40,0.375,14,15,0.933,15,49,23,6,4,14,22,37,83,0.446,12,33,0.364,29,34,0.853,11,53,25,8,7,14,19,2019-01-26,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
50,50,"Home","BRK","W",112,104,45,100,0.45,13,40,0.325,9,10,0.9,16,52,29,11,16,17,16,39,103,0.379,13,34,0.382,13,16,0.813,16,48,20,10,5,17,20,2019-01-28,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
51,51,"Home","CHO","W",126,94,50,90,0.556,12,29,0.414,14,16,0.875,12,53,34,10,7,10,14,39,89,0.438,13,40,0.325,3,7,0.429,7,31,20,7,5,12,17,2019-01-30,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
52,52,"Away","NYK","W",113,99,46,100,0.46,13,37,0.351,8,10,0.8,11,43,25,11,7,7,18,39,86,0.453,9,31,0.29,12,12,1,8,48,21,2,2,17,15,2019-02-01,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
53,53,"Home","OKC","W",134,129,54,91,0.593,13,34,0.382,13,17,0.765,5,38,36,8,6,14,22,45,92,0.489,14,35,0.4,25,34,0.735,11,42,25,12,5,11,18,2019-02-03,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
54,54,"Away","CLE","W",103,96,40,82,0.488,9,26,0.346,14,14,1,8,42,29,10,10,13,14,40,96,0.417,9,33,0.273,7,8,0.875,15,47,21,6,0,12,17,2019-02-05,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
55,55,"Home","LAL","L",128,129,46,94,0.489,16,38,0.421,20,20,1,11,48,35,7,5,8,16,50,97,0.515,22,41,0.537,7,18,0.389,10,43,35,5,6,8,19,2019-02-07,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
56,56,"Home","LAC","L",112,123,39,92,0.424,9,26,0.346,25,31,0.806,8,45,21,9,3,12,29,40,84,0.476,12,30,0.4,31,40,0.775,6,49,28,6,6,17,27,2019-02-09,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
57,57,"Away","PHI","W",112,109,41,88,0.466,13,29,0.448,17,21,0.81,8,41,24,9,3,5,23,39,80,0.488,9,27,0.333,22,31,0.71,10,47,21,4,3,14,20,2019-02-12,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
58,58,"Home","DET","W",118,110,45,88,0.511,16,39,0.41,12,15,0.8,10,47,32,8,2,16,22,36,84,0.429,13,40,0.325,25,34,0.735,10,41,19,7,1,11,18,2019-02-13,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
59,59,"Away","MIL","L",97,98,39,102,0.382,14,40,0.35,5,6,0.833,12,50,19,11,9,7,15,37,88,0.42,14,39,0.359,10,14,0.714,9,55,21,5,4,15,11,2019-02-21,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
60,60,"Away","CHI","L",116,126,45,92,0.489,10,29,0.345,16,21,0.762,6,32,26,6,7,7,18,47,88,0.534,12,30,0.4,20,21,0.952,11,49,26,4,2,13,22,2019-02-23,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
61,61,"Away","TOR","L",95,118,33,86,0.384,6,30,0.2,23,28,0.821,10,47,24,6,4,14,20,46,94,0.489,17,36,0.472,9,14,0.643,8,45,33,7,5,8,24,2019-02-26,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
62,62,"Home","POR","L",92,97,40,86,0.465,5,28,0.179,7,10,0.7,8,41,20,5,4,16,20,38,90,0.422,6,33,0.182,15,20,0.75,13,48,14,11,2,11,15,2019-02-27,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
63,63,"Home","WAS","W",107,96,42,94,0.447,10,35,0.286,13,17,0.765,11,46,26,12,3,12,18,36,89,0.404,10,38,0.263,14,19,0.737,11,53,20,7,6,18,16,2019-03-01,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
64,64,"Home","HOU","L",104,115,37,77,0.481,8,28,0.286,22,29,0.759,8,44,23,7,0,13,23,38,80,0.475,21,51,0.412,18,29,0.621,10,42,22,8,4,12,23,2019-03-03,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
65,65,"Away","GSW","W",128,95,49,96,0.51,14,34,0.412,16,17,0.941,9,46,38,12,5,11,24,34,85,0.4,8,35,0.229,19,23,0.826,9,45,26,5,2,21,24,2019-03-05,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
66,66,"Away","SAC","W",111,109,40,79,0.506,13,33,0.394,18,21,0.857,3,35,26,11,1,17,22,40,80,0.5,13,29,0.448,16,22,0.727,6,40,23,8,4,15,21,2019-03-06,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
67,67,"Away","LAL","W",120,107,48,93,0.516,14,38,0.368,10,14,0.714,6,43,32,6,5,13,17,44,91,0.484,5,27,0.185,14,18,0.778,8,43,28,4,4,12,16,2019-03-09,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
68,68,"Away","LAC","L",115,140,44,91,0.484,14,36,0.389,13,19,0.684,7,29,26,11,4,13,24,53,86,0.616,13,28,0.464,21,25,0.84,10,47,29,4,1,19,26,2019-03-11,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
69,69,"Home","SAC","W",126,120,49,97,0.505,9,28,0.321,19,26,0.731,10,52,32,7,2,13,20,48,95,0.505,11,34,0.324,13,23,0.565,8,47,31,9,2,10,24,2019-03-14,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
70,70,"Home","ATL","W",129,120,44,93,0.473,13,36,0.361,28,37,0.757,11,46,30,10,7,14,21,43,100,0.43,15,40,0.375,19,24,0.792,19,50,27,11,5,17,25,2019-03-16,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
71,71,"Home","DEN","L",105,114,39,93,0.419,12,39,0.308,15,19,0.789,12,37,24,12,5,12,16,46,94,0.489,14,39,0.359,8,10,0.8,11,51,29,6,5,17,19,2019-03-18,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
72,72,"Away","PHI","L",115,118,45,96,0.469,12,32,0.375,13,16,0.813,10,46,22,1,3,8,25,34,90,0.378,11,33,0.333,39,43,0.907,17,54,23,5,5,8,17,2019-03-20,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
73,73,"Away","CHO","L",117,124,44,93,0.473,19,43,0.442,10,15,0.667,7,42,31,6,8,10,23,42,95,0.442,18,38,0.474,22,28,0.786,14,53,26,7,5,11,15,2019-03-23,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
74,74,"Home","SAS","L",96,115,38,94,0.404,7,35,0.2,13,16,0.813,11,45,23,4,2,8,14,50,98,0.51,8,24,0.333,7,8,0.875,11,51,32,1,4,8,19,2019-03-24,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
75,75,"Away","CLE","W",116,106,46,91,0.505,10,25,0.4,14,19,0.737,11,46,23,8,3,10,21,39,80,0.488,9,28,0.321,19,25,0.76,3,36,24,4,1,14,21,2019-03-26,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
76,76,"Home","IND","W",114,112,44,86,0.512,13,27,0.481,13,17,0.765,7,43,27,8,5,14,19,42,90,0.467,12,27,0.444,16,23,0.696,14,41,27,9,2,12,16,2019-03-29,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
77,77,"Away","BRK","L",96,110,35,83,0.422,8,20,0.4,18,23,0.783,7,39,19,8,7,15,25,38,83,0.458,12,38,0.316,22,28,0.786,5,40,22,7,2,12,17,2019-03-30,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
78,78,"Home","MIA","W",110,105,36,91,0.396,17,40,0.425,21,24,0.875,14,49,25,8,2,12,18,40,88,0.455,10,37,0.27,15,18,0.833,9,48,27,9,6,15,17,2019-04-01,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
79,79,"Away","MIA","W",112,102,38,80,0.475,9,24,0.375,27,31,0.871,6,42,25,8,7,11,21,39,95,0.411,12,36,0.333,12,20,0.6,16,47,25,6,5,15,23,2019-04-03,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
80,80,"Away","IND","W",117,97,48,92,0.522,7,27,0.259,14,16,0.875,7,49,27,7,6,11,15,38,92,0.413,10,23,0.435,11,19,0.579,10,45,24,5,3,11,15,2019-04-05,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
81,81,"Home","ORL","L",108,116,42,89,0.472,12,31,0.387,12,14,0.857,6,39,28,9,4,13,19,41,90,0.456,12,33,0.364,22,22,1,11,45,29,9,7,14,14,2019-04-07,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
82,82,"Away","WAS","W",116,110,45,99,0.455,15,44,0.341,11,23,0.478,13,50,27,10,3,5,17,41,97,0.423,14,39,0.359,14,18,0.778,13,58,28,2,3,15,18,2019-04-09,"https://www.basketball-reference.com/teams/BOS/2019/gamelog/"
1,1,"Away","PHI","L",108,127,44,101,0.436,11,33,0.333,9,12,0.75,5,39,28,4,6,12,23,44,93,0.473,12,36,0.333,27,30,0.9,11,55,30,10,8,13,17,2018-10-18,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
2,2,"Home","DET","L",116,118,44,87,0.506,7,21,0.333,21,26,0.808,5,41,26,4,3,11,20,41,101,0.406,18,40,0.45,18,23,0.783,18,49,21,4,4,9,23,2018-10-20,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
3,3,"Away","DAL","L",109,115,41,80,0.513,13,23,0.565,14,21,0.667,7,34,18,6,4,19,29,40,93,0.43,15,47,0.319,20,21,0.952,13,41,25,8,2,15,16,2018-10-22,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
4,4,"Home","CHO","W",112,110,37,77,0.481,10,29,0.345,28,35,0.8,9,45,21,4,5,14,24,37,85,0.435,10,35,0.286,26,29,0.897,8,36,23,5,5,6,20,2018-10-24,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
5,5,"Away","CHO","L",106,135,37,85,0.435,16,36,0.444,16,22,0.727,8,34,21,5,7,13,16,53,93,0.57,14,32,0.438,15,16,0.938,11,50,30,10,10,10,18,2018-10-26,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
6,6,"Away","ATL","W",97,85,36,83,0.434,12,33,0.364,13,16,0.813,8,52,25,14,6,20,21,27,84,0.321,12,40,0.3,19,23,0.826,11,48,20,9,8,22,13,2018-10-27,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
7,7,"Home","GSW","L",124,149,46,94,0.489,11,35,0.314,21,34,0.618,12,44,25,6,3,9,19,53,96,0.552,24,45,0.533,19,26,0.731,8,49,34,9,7,7,29,2018-10-29,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
8,8,"Home","DEN","L",107,108,39,92,0.424,16,34,0.471,13,18,0.722,10,43,27,7,6,13,23,45,99,0.455,7,26,0.269,11,18,0.611,17,56,24,7,9,16,16,2018-10-31,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
9,9,"Home","IND","L",105,107,42,89,0.472,13,31,0.419,8,9,0.889,11,43,33,2,7,14,20,40,85,0.471,7,26,0.269,20,22,0.909,9,42,21,8,9,11,13,2018-11-02,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
10,10,"Home","HOU","L",88,96,28,71,0.394,6,23,0.261,26,27,0.963,4,37,15,13,4,19,18,35,83,0.422,13,42,0.31,13,20,0.65,10,45,21,13,5,18,22,2018-11-03,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
11,11,"Away","NYK","W",116,115,43,95,0.453,8,30,0.267,22,30,0.733,11,48,15,9,9,19,22,41,106,0.387,7,26,0.269,26,29,0.897,21,62,20,7,6,17,27,2018-11-05,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
12,12,"Away","NOP","L",98,107,38,96,0.396,9,31,0.29,13,17,0.765,7,46,18,9,7,11,16,42,94,0.447,11,30,0.367,12,17,0.706,11,55,32,5,10,15,18,2018-11-07,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
13,13,"Home","CLE","W",99,98,39,82,0.476,7,18,0.389,14,21,0.667,5,38,20,7,5,11,19,39,91,0.429,8,21,0.381,12,18,0.667,15,53,15,5,6,12,17,2018-11-10,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
14,14,"Home","DAL","L",98,103,35,89,0.393,8,33,0.242,20,22,0.909,8,45,16,11,3,17,26,37,79,0.468,10,33,0.303,19,29,0.655,7,49,18,11,7,19,22,2018-11-12,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
15,15,"Away","BOS","L",82,111,33,84,0.393,7,23,0.304,9,9,1,7,47,16,8,3,22,16,42,90,0.467,15,34,0.441,12,14,0.857,8,51,27,12,5,13,12,2018-11-14,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
16,16,"Away","MIL","L",104,123,41,94,0.436,13,33,0.394,9,13,0.692,4,36,22,8,3,12,15,47,93,0.505,18,43,0.419,11,17,0.647,11,55,28,8,8,16,14,2018-11-16,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
17,17,"Home","TOR","L",83,122,30,86,0.349,8,27,0.296,15,21,0.714,7,34,21,13,3,22,19,48,89,0.539,14,35,0.4,12,13,0.923,8,54,31,14,10,23,24,2018-11-17,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
18,18,"Home","PHO","W",124,116,46,81,0.568,11,25,0.44,21,24,0.875,4,39,28,8,2,17,19,48,98,0.49,10,34,0.294,10,10,1,6,36,28,9,5,13,20,2018-11-21,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
19,19,"Home","MIA","L",96,103,35,94,0.372,7,28,0.25,19,20,0.95,11,51,23,8,6,17,23,37,87,0.425,10,34,0.294,19,31,0.613,10,48,20,10,11,14,21,2018-11-23,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
20,20,"Away","MIN","L",96,111,32,81,0.395,10,33,0.303,22,31,0.71,6,40,22,7,4,13,19,42,103,0.408,7,34,0.206,20,23,0.87,21,59,22,7,5,13,23,2018-11-24,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
21,21,"Home","SAS","L",107,108,42,90,0.467,14,33,0.424,9,11,0.818,5,43,23,6,5,11,12,45,93,0.484,10,30,0.333,8,9,0.889,7,46,29,7,2,10,16,2018-11-26,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
22,22,"Away","MIL","L",113,116,40,89,0.449,11,37,0.297,22,29,0.759,9,45,28,9,3,11,23,43,87,0.494,12,35,0.343,18,24,0.75,8,48,29,6,8,12,23,2018-11-28,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
23,23,"Away","DET","L",88,107,37,86,0.43,3,21,0.143,11,14,0.786,7,40,25,5,7,15,20,41,92,0.446,13,34,0.382,12,16,0.75,13,52,24,5,5,13,17,2018-11-30,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
24,24,"Away","HOU","L",105,121,39,88,0.443,8,32,0.25,19,24,0.792,7,41,15,11,6,13,22,42,84,0.5,16,41,0.39,21,30,0.7,6,47,23,8,7,14,21,2018-12-01,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
25,25,"Away","IND","L",90,96,37,94,0.394,11,31,0.355,5,5,1,12,44,26,8,2,18,23,35,76,0.461,6,22,0.273,20,24,0.833,6,45,22,10,6,18,13,2018-12-04,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
26,26,"Home","OKC","W",114,112,43,82,0.524,12,25,0.48,16,23,0.696,5,39,25,15,6,20,26,43,94,0.457,10,28,0.357,16,24,0.667,14,51,25,12,6,22,22,2018-12-07,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
27,27,"Home","BOS","L",77,133,31,81,0.383,6,24,0.25,9,14,0.643,8,37,16,3,2,15,17,50,93,0.538,22,43,0.512,11,15,0.733,13,54,34,10,4,7,14,2018-12-08,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
28,28,"Home","SAC","L",89,108,34,76,0.447,8,28,0.286,13,13,1,7,40,16,10,3,27,17,40,88,0.455,16,37,0.432,12,15,0.8,10,42,28,16,4,16,15,2018-12-10,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
29,29,"Away","ORL","L",91,97,34,71,0.479,10,18,0.556,13,20,0.65,1,33,18,10,4,18,23,34,82,0.415,11,33,0.333,18,23,0.783,9,43,23,8,6,16,16,2018-12-13,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
30,30,"Away","SAS","W",98,93,37,86,0.43,6,29,0.207,18,21,0.857,8,40,16,12,8,7,20,32,73,0.438,7,21,0.333,22,26,0.846,7,41,18,3,5,15,18,2018-12-15,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
31,31,"Away","OKC","L",96,121,38,85,0.447,8,22,0.364,12,16,0.75,13,41,20,10,7,23,31,43,89,0.483,8,21,0.381,27,33,0.818,17,49,24,14,2,19,21,2018-12-17,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
32,32,"Home","BRK","L",93,96,40,91,0.44,6,19,0.316,7,10,0.7,9,39,21,7,5,8,22,34,74,0.459,8,25,0.32,20,25,0.8,7,45,23,3,2,13,14,2018-12-19,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
33,33,"Home","ORL","W",90,80,33,75,0.44,5,17,0.294,19,26,0.731,9,50,23,5,6,7,21,28,86,0.326,8,33,0.242,16,24,0.667,13,47,20,4,5,8,22,2018-12-21,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
34,34,"Away","CLE","W",112,92,43,78,0.551,11,22,0.5,15,17,0.882,7,43,26,7,3,11,19,38,84,0.452,7,23,0.304,9,14,0.643,7,31,11,5,2,11,20,2018-12-23,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
35,35,"Home","MIN","L",94,119,39,95,0.411,6,23,0.261,10,16,0.625,12,45,22,6,5,10,21,46,93,0.495,11,32,0.344,16,19,0.842,12,52,26,4,1,11,15,2018-12-26,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
36,36,"Away","WAS","W",101,92,37,79,0.468,8,22,0.364,19,25,0.76,7,46,20,9,6,10,18,34,85,0.4,9,30,0.3,15,18,0.833,8,40,22,7,6,12,18,2018-12-28,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
37,37,"Away","TOR","L",89,95,33,80,0.413,7,20,0.35,16,18,0.889,7,44,16,7,2,16,16,34,92,0.37,9,33,0.273,18,20,0.9,17,52,17,5,8,11,15,2018-12-30,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
38,38,"Home","ORL","L",84,112,36,86,0.419,7,20,0.35,5,8,0.625,5,32,18,8,0,11,17,44,76,0.579,11,26,0.423,13,18,0.722,4,41,31,5,9,13,10,2019-01-02,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
39,39,"Home","IND","L",116,119,47,91,0.516,12,28,0.429,10,13,0.769,8,40,30,10,2,17,23,49,93,0.527,9,28,0.321,12,17,0.706,9,40,25,7,3,13,17,2019-01-04,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
40,40,"Home","BRK","L",100,117,41,88,0.466,7,18,0.389,11,15,0.733,11,44,20,6,4,12,15,42,83,0.506,16,46,0.348,17,22,0.773,6,38,29,6,3,9,16,2019-01-06,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
41,41,"Away","POR","L",112,124,43,93,0.462,9,22,0.409,17,19,0.895,10,37,22,5,3,12,18,47,83,0.566,11,26,0.423,19,21,0.905,6,43,28,6,7,16,21,2019-01-09,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
42,42,"Away","GSW","L",109,146,35,78,0.449,9,20,0.45,30,34,0.882,5,29,16,9,1,13,21,53,92,0.576,18,39,0.462,22,26,0.846,11,49,38,6,8,12,27,2019-01-11,"https://www.basketball-reference.com/teams/CHI/2019/gamelog/"
